,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng,external_id
581,3625087643,Lunch Run,2020-06-16T11:07:13Z,Run,4035.9,1508,1516,54.4,"[37.786854, -122.482914]",stripped_health_data_42985926_1592332443.gpx
582,3625084840,Morning Run,2020-06-15T09:25:14Z,Run,6139.3,2097,2097,76.1,"[37.792807, -122.453316]",stripped_health_data_42985926_1592332419.gpx
583,3609843952,Lunch Run,2020-06-13T11:38:27Z,Run,9981.5,3567,3836,99.8,"[37.804375, -122.44718]",stripped_health_data_42985926_1592077784.gpx
584,3604300547,Lunch Run,2020-06-12T11:36:20Z,Run,7164.4,2409,2824,140.1,"[37.793606, -122.439207]",stripped_health_data_42985926_1591989893.gpx
585,3599728260,boxing HIIT + core circuit,2020-06-11T12:04:24Z,Run,2648.4,2410,2410,0,,stripped_health_data_42985926_1591904730.tcx
586,3599501156,Lunch Run,2020-06-11T11:23:41Z,Run,2782.9,1129,1815,101.1,"[37.793725, -122.439251]",stripped_health_data_42985926_1591902012.gpx
587,3594169207,Morning Run,2020-06-10T10:10:52Z,Run,6857.1,2708,2739,173.6,"[37.793574, -122.439227]",stripped_health_data_42985926_1591811912.gpx
588,3594165287,Lunch Run,2020-06-09T11:43:50Z,Run,243.2,317,317,0,,stripped_health_data_42985926_1591811878.tcx
589,3583939146,Lunch Run,2020-06-08T11:03:53Z,Run,16.9,301,301,0,,stripped_health_data_42985926_1591639753.tcx
590,3583616333,Morning Ride,2020-06-08T09:27:56Z,VirtualRide,0.0,2706,2706,0,,stripped_health_data_42985926_1591636727.tcx
591,3579664027,Yoga,2020-06-07T11:31:52Z,Yoga,70.8,877,877,0,,stripped_health_data_42985926_1591555644.tcx
592,3579569371,boxing HIIT,2020-06-07T10:56:02Z,Workout,2133.7,1830,1830,0,,stripped_health_data_42985926_1591554450.tcx
593,3574848972,Afternoon Walk,2020-06-06T16:08:31Z,Walk,4403.5,3030,3073,121.0,"[37.793596, -122.439273]",stripped_health_data_42985926_1591488052.gpx
594,3574700782,Afternoon Run,2020-06-06T14:49:40Z,Yoga,1198.2,3634,3634,0,,stripped_health_data_42985926_1591484115.tcx
595,3574696945,Afternoon Walk,2020-06-06T13:33:13Z,Walk,4492.2,2962,3477,75.5,"[37.786874, -122.482819]",stripped_health_data_42985926_1591484014.gpx
596,3574698565,Morning Walk,2020-06-05T10:13:58Z,Walk,4309.1,3542,6263,152.9,"[37.904702, -122.506833]",stripped_health_data_42985926_1591484058.gpx
597,3565076251,TRX circuit,2020-06-04T15:05:15Z,WeightTraining,169.4,638,638,0,,stripped_health_data_42985926_1591308978.tcx
598,3565023651,HIIT boxing,2020-06-04T14:09:50Z,Workout,2869.4,2830,2830,0,,stripped_health_data_42985926_1591307904.tcx
599,3560255762,Afternoon Run,2020-06-03T13:52:47Z,Run,1279.9,2718,2718,0,,stripped_health_data_42985926_1591220500.tcx
600,3560251984,Morning Run,2020-06-02T10:10:08Z,Run,7160.1,2708,2708,138.2,"[37.793563, -122.439238]",stripped_health_data_42985926_1591220430.gpx
601,3560254167,Morning Run,2020-06-01T10:56:23Z,Run,1049.5,3194,3194,0,,stripped_health_data_42985926_1591220470.tcx
602,3548445865,Morning Run,2020-06-01T10:10:26Z,Run,4842.1,1810,1847,67.0,"[37.793544, -122.439153]",stripped_health_data_42985926_1591033439.gpx
603,3544591582,Afternoon Run,2020-05-31T15:19:29Z,Run,5467.7,1802,1812,48.7,"[37.800593, -122.454556]",stripped_health_data_42985926_1590965617.gpx
604,3538643539,Morning Run,2020-05-30T09:29:59Z,Run,10288.7,3582,4512,98.3,"[37.766578, -122.464101]",stripped_health_data_42985926_1590881103.gpx
605,3532738247,Afternoon Run,2020-05-29T14:25:26Z,Run,1814.7,1825,1825,0,,stripped_health_data_42985926_1590789779.tcx
606,3532737073,Afternoon Run,2020-05-29T13:36:41Z,Run,5668.7,2032,2135,112.6,"[37.79359, -122.439259]",stripped_health_data_42985926_1590789753.gpx
607,3525583894,Morning Run,2020-05-28T06:58:49Z,Run,4155.7,1510,1598,5.3,"[37.804983, -122.448268]",stripped_health_data_42985926_1590676060.gpx
608,3525582302,Morning Run,2020-05-28T06:00:52Z,Run,5555.2,2150,2531,101.0,"[37.803956, -122.476082]",stripped_health_data_42985926_1590676037.gpx
609,3520494030,Morning Run,2020-05-27T07:51:31Z,Run,7420.6,2772,2805,155.6,"[37.793552, -122.439294]",stripped_health_data_42985926_1590594007.gpx
610,3515641439,Morning Run,2020-05-26T09:47:19Z,Run,6748.7,2498,3041,158.0,"[37.793554, -122.439246]",stripped_health_data_42985926_1590514940.gpx
611,3512066221,Afternoon Run,2020-05-25T15:47:21Z,Run,8299.8,3011,3392,87.5,"[37.804497, -122.447217]",stripped_health_data_42985926_1590450615.gpx
612,3506898485,Afternoon Run,2020-05-24T15:51:22Z,Run,7181.8,2727,2748,90.0,"[37.790888, -122.453144]",stripped_health_data_42985926_1590365515.gpx
613,3495655871,Afternoon Run,2020-05-22T14:56:49Z,Run,10321.6,3586,4078,136.7,"[37.804489, -122.447264]",stripped_health_data_42985926_1590188910.gpx
614,3489986116,Lunch Run,2020-05-21T11:24:20Z,Run,6897.1,2542,3100,155.9,"[37.793557, -122.439232]",stripped_health_data_42985926_1590088647.gpx
615,3484479345,Lunch Run,2020-05-20T11:53:01Z,Run,10106.9,3619,3836,104.9,"[37.802484, -122.44682]",stripped_health_data_42985926_1590004885.gpx
616,3479912461,Afternoon Run,2020-05-19T15:50:59Z,Run,7803.7,2687,3581,141.1,"[37.793603, -122.439189]",stripped_health_data_42985926_1589932324.gpx
617,3479693722,Afternoon Run,2020-05-18T15:48:37Z,Run,4896.4,1839,2024,126.7,"[37.791645, -122.449221]",stripped_health_data_42985926_1589928394.gpx
618,3469361816,Afternoon Run,2020-05-17T15:23:23Z,Run,6892.7,2503,2528,91.8,"[37.793899, -122.457734]",stripped_health_data_42985926_1589758036.gpx
619,3462422292,Lunch Run,2020-05-16T11:47:21Z,Run,6239.4,2220,2234,108.6,"[37.793655, -122.439276]",stripped_health_data_42985926_1589659619.gpx
620,3457420738,Afternoon Run,2020-05-15T16:08:51Z,Run,11074.6,3950,4153,159.5,"[37.793504, -122.439781]",stripped_health_data_42985926_1589589235.gpx
621,3457418539,Afternoon Run,2020-05-14T15:39:38Z,Run,5792.8,2153,2185,127.4,"[37.793541, -122.439149]",stripped_health_data_42985926_1589589181.gpx
622,3447127015,Morning Run,2020-05-13T09:56:03Z,Run,11617.1,4655,4655,0,,stripped_health_data_42985926_1589409180.tcx
623,3445948425,Morning Run,2020-05-13T09:51:06Z,Run,244.3,112,204,9.6,"[37.792238, -122.440118]",stripped_health_data_42985926_1589393661.gpx
624,3441000653,Lunch Run,2020-05-12T11:02:42Z,Run,5981.7,2108,2730,146.8,"[37.793684, -122.439242]",stripped_health_data_42985926_1589309368.gpx
625,3426580117,Lunch Run,2020-05-09T11:57:44Z,Run,13066.8,4810,4975,230.3,"[37.79359, -122.439278]",stripped_health_data_42985926_1589055735.gpx
626,3421308368,Afternoon Run,2020-05-08T16:20:54Z,Run,1950.9,710,710,26.5,"[37.795688, -122.458592]",stripped_health_data_42985926_1588980836.gpx
627,3421275050,Afternoon Run,2020-05-08T16:07:52Z,Run,678.9,85,722,7.7,"[37.793999, -122.458092]",stripped_health_data_42985926_1588980059.gpx
628,3421230738,Afternoon Run,2020-05-08T15:41:30Z,Run,3649.1,1229,1277,53.4,"[37.795611, -122.458532]",stripped_health_data_42985926_1588979028.gpx
629,3415920389,Morning Run,2020-05-07T08:19:18Z,Run,6458.3,2372,2442,165.3,"[37.793631, -122.439334]",stripped_health_data_42985926_1588891325.gpx
630,3415918469,Afternoon Run,2020-05-06T14:40:02Z,Run,8161.2,2703,2995,164.4,"[37.793468, -122.439197]",stripped_health_data_42985926_1588891287.gpx
631,3404945182,Lunch Run,2020-05-05T11:49:57Z,Run,1688.8,1702,1702,0,,stripped_health_data_42985926_1588724870.tcx
632,3403522505,Morning Run,2020-05-05T10:49:42Z,Run,6358.8,2416,2698,142.4,"[37.793581, -122.439301]",stripped_health_data_42985926_1588703768.gpx
633,3399382355,Afternoon Run,2020-05-04T15:33:15Z,Run,6179.9,2168,6294,90.0,"[37.791529, -122.449375]",stripped_health_data_42985926_1588637999.gpx
634,3393947331,Lunch Run,2020-05-03T11:56:01Z,Run,11161.6,3910,4538,233.7,"[37.793594, -122.439232]",stripped_health_data_42985926_1588541843.gpx
635,3388081794,Afternoon Run,2020-05-02T16:19:30Z,Run,2189.1,608,1237,32.0,"[37.801673, -122.455992]",stripped_health_data_42985926_1588462832.gpx
636,3387993914,Afternoon Run,2020-05-02T15:56:41Z,Run,1732.3,366,372,0.0,"[37.807534, -122.470537]",stripped_health_data_42985926_1588460664.gpx
637,3387993586,Afternoon Run,2020-05-02T15:37:04Z,Run,1693.7,598,616,14.0,"[37.795125, -122.469132]",stripped_health_data_42985926_1588460654.gpx
638,3387866339,Morning Run,2020-04-30T09:31:47Z,Run,4827.9,1797,1803,123.2,"[37.793496, -122.439231]",stripped_health_data_42985926_1588457663.gpx
639,3372214536,Morning Run,2020-04-29T10:45:34Z,Run,9540.4,3000,4061,156.1,"[37.79356, -122.439263]",stripped_health_data_42985926_1588186559.gpx
640,3372211722,Morning Run,2020-04-28T10:25:55Z,Run,5305.4,1816,2276,170.8,"[37.793576, -122.439278]",stripped_health_data_42985926_1588186524.gpx
641,3363717821,Afternoon Run,2020-04-27T15:11:55Z,Run,8452.8,2743,2957,165.8,"[37.790787, -122.453027]",D94ED000-663D-4A6F-BCCF-DD0B1A4E882A-activity.fit
642,3359123145,Afternoon Run,2020-04-26T15:33:48Z,Run,5218.7,1912,1916,80.4,"[37.790652, -122.453121]",stripped_health_data_42985926_1587942906.gpx
643,3348334503,Afternoon Run,2020-04-24T15:44:30Z,Run,19726.9,6653,7943,211.7,"[37.793012, -122.454751]",stripped_health_data_42985926_1587776538.gpx
644,3342737270,Lunch Run,2020-04-23T11:32:40Z,Run,1929.4,689,1450,37.7,"[37.791297, -122.453912]",stripped_health_data_42985926_1587668449.gpx
645,3338352990,Afternoon Run,2020-04-22T14:37:47Z,Run,3985.4,1502,1678,58.2,"[37.79053, -122.454232]",stripped_health_data_42985926_1587593199.gpx
646,3337877212,Lunch Run,2020-04-22T11:50:07Z,Run,5395.1,2014,2874,121.2,"[37.793523, -122.439203]",stripped_health_data_42985926_1587584508.gpx
647,3337871903,Morning Run,2020-04-21T10:03:10Z,Run,5986.1,2199,2958,104.0,"[37.793541, -122.439245]",stripped_health_data_42985926_1587584422.gpx
648,3337874330,Afternoon Run,2020-04-20T15:32:01Z,Run,5206.5,1810,2551,81.2,"[37.79135, -122.451144]",stripped_health_data_42985926_1587584461.gpx
649,3318275041,Lunch Run,2020-04-18T12:22:08Z,Run,11609.3,4233,5563,223.2,"[37.793645, -122.439392]",stripped_health_data_42985926_1587243443.gpx
650,3313880007,Afternoon Run,2020-04-17T16:25:54Z,Run,1881.5,682,858,19.6,"[37.766658, -122.494756]",stripped_health_data_42985926_1587166847.gpx
651,3313800597,Afternoon Run,2020-04-17T16:02:15Z,Run,1658.3,371,371,0.0,"[37.768228, -122.490168]",stripped_health_data_42985926_1587164972.gpx
652,3313800112,Afternoon Run,2020-04-17T15:38:08Z,Run,1608.7,599,599,8.1,"[37.7668, -122.495157]",stripped_health_data_42985926_1587164959.gpx
653,3309426340,Morning Run,2020-04-16T08:58:50Z,Run,1699.2,627,1623,54.2,"[37.793653, -122.439261]",stripped_health_data_42985926_1587076077.gpx
654,3309425389,Afternoon Run,2020-04-15T15:05:33Z,Run,4608.4,1601,3515,64.0,"[37.793624, -122.43919]",stripped_health_data_42985926_1587076056.gpx
655,3299142548,Morning Run,2020-04-14T10:50:08Z,Run,4879.9,2399,3219,122.0,"[37.791555, -122.449938]",D60DC0E5-2FF4-42D4-8091-3C67DC53642F-activity.fit
656,3309422859,Morning Run,2020-04-13T08:08:35Z,Run,5144.7,1729,1817,165.1,"[37.793624, -122.439265]",stripped_health_data_42985926_1587076007.gpx
657,3309421340,Lunch Run,2020-04-11T12:12:42Z,Run,5472.4,1803,2526,167.9,"[37.793588, -122.439243]",stripped_health_data_42985926_1587075978.gpx
658,3281531744,Lunch Run,2020-04-10T11:45:58Z,Run,15098.3,5451,5995,165.9,"[37.803602, -122.467063]",stripped_health_data_42985926_1586550525.gpx
659,3281527752,Lunch Run,2020-04-09T12:45:33Z,Run,3351.6,1224,1679,90.9,"[37.793623, -122.439314]",stripped_health_data_42985926_1586550438.gpx
660,3273699903,Afternoon Run,2020-04-08T15:07:31Z,Run,7705.8,2763,3902,120.0,"[37.793068, -122.451929]",stripped_health_data_42985926_1586394894.gpx
661,3268534528,Lunch Run,2020-04-07T11:45:25Z,Run,9614.5,3278,3804,177.1,"[37.793438, -122.439294]",stripped_health_data_42985926_1586293277.gpx
662,3268531404,Morning Run,2020-04-06T09:35:03Z,Run,6036.6,2096,3302,173.7,"[37.793556, -122.439276]",stripped_health_data_42985926_1586293218.gpx
663,3259865607,Morning Run,2020-04-05T10:20:22Z,Run,9645.6,3604,4148,188.7,"[37.793758, -122.439272]",stripped_health_data_42985926_1586111483.gpx
664,3255026336,Morning Run,2020-04-04T10:19:54Z,Run,4729.6,1799,1907,85.7,"[37.792213, -122.448585]",stripped_health_data_42985926_1586022787.gpx
665,3254791924,Morning Run,2020-04-04T09:59:52Z,Run,709.0,268,274,8.8,"[37.766324, -122.45419]",stripped_health_data_42985926_1586019889.gpx
666,3254706651,Morning Run,2020-04-04T09:46:15Z,Run,405.7,70,70,0,,stripped_health_data_42985926_1586018907.tcx
667,3254620562,Morning Run,2020-04-04T09:26:12Z,Run,1106.5,361,367,2.6,"[37.767195, -122.456574]",stripped_health_data_42985926_1586017961.gpx
668,3250138014,Morning Run,2020-04-03T08:07:26Z,Run,3490.6,1206,1454,98.6,"[37.793666, -122.439219]",stripped_health_data_42985926_1585927964.gpx
669,3247216504,Morning Run,2020-04-02T10:06:58Z,Run,8177.0,2889,4069,193.6,"[37.793719, -122.439403]",stripped_health_data_42985926_1585851525.gpx
670,3247218541,Afternoon Run,2020-04-01T15:41:32Z,Run,4994.7,1867,1876,76.8,"[37.790895, -122.453377]",stripped_health_data_42985926_1585851558.gpx
671,3240362034,Afternoon Run,2020-03-31T15:47:22Z,Run,1747.0,602,602,0.0,"[37.805967, -122.440272]",stripped_health_data_42985926_1585695497.gpx
672,3240329938,Afternoon Run,2020-03-31T15:17:14Z,Run,4894.7,1452,1452,3.4,"[37.806354, -122.447998]",stripped_health_data_42985926_1585694810.gpx
673,3240328765,Afternoon Run,2020-03-31T14:59:14Z,Run,1874.6,598,662,0.0,"[37.805283, -122.446976]",stripped_health_data_42985926_1585694784.gpx
674,3240328100,Morning Run,2020-03-30T10:12:46Z,Run,5634.6,2109,2128,182.0,"[37.793496, -122.439231]",stripped_health_data_42985926_1585694767.gpx
675,3235595281,Morning Run,2020-03-30T10:02:45Z,Run,207.1,360,360,0,,stripped_health_data_42985926_1585590768.tcx
676,3235359754,Morning Run,2020-03-30T09:54:29Z,Run,241.2,480,480,0,,stripped_health_data_42985926_1585587773.tcx
677,3235320127,Morning Run,2020-03-30T09:49:13Z,Run,169.0,307,307,0,,stripped_health_data_42985926_1585587289.tcx
678,3229775431,Lunch Run,2020-03-28T12:43:09Z,Run,6425.9,2036,2248,126.0,"[37.793583, -122.439234]",stripped_health_data_42985926_1585448537.gpx
679,3225073513,Morning Run,2020-03-27T09:41:36Z,Run,10120.2,3690,3850,207.3,"[37.793662, -122.439239]",stripped_health_data_42985926_1585341306.gpx
680,3222078911,Afternoon Run,2020-03-26T15:53:41Z,Run,1661.1,507,2187,53.4,"[37.793511, -122.439288]",stripped_health_data_42985926_1585265552.gpx
681,3221973429,Afternoon Run,2020-03-26T15:37:34Z,Run,303.5,360,360,0,,stripped_health_data_42985926_1585263124.tcx
682,3221973003,Afternoon Run,2020-03-26T15:28:52Z,Run,190.2,496,496,0,,stripped_health_data_42985926_1585263114.tcx
683,3221972364,Afternoon Run,2020-03-26T15:22:33Z,Run,132.2,300,300,0,,stripped_health_data_42985926_1585263098.tcx
684,3221965023,Morning Run,2020-03-24T10:46:36Z,Run,2000.2,669,669,57.6,"[37.79179, -122.449238]",stripped_health_data_42985926_1585262931.gpx
685,3221952725,Morning Run,2020-03-24T10:42:09Z,Run,468.6,77,224,0.0,"[37.793542, -122.451996]",stripped_health_data_42985926_1585262668.gpx
686,3221952499,Morning Run,2020-03-24T10:36:34Z,Run,392.4,101,168,2.2,"[37.793283, -122.452027]",stripped_health_data_42985926_1585262663.gpx
687,3221952367,Morning Run,2020-03-24T10:20:56Z,Run,344.6,107,639,0.0,"[37.792425, -122.452876]",stripped_health_data_42985926_1585262658.gpx
688,3221971763,Afternoon Run,2020-03-23T15:35:14Z,Run,4432.4,1551,3233,106.9,"[37.793565, -122.439262]",stripped_health_data_42985926_1585263082.gpx
689,3221969714,Morning Run,2020-03-21T08:44:59Z,Run,4688.0,1664,2115,119.9,"[37.793517, -122.439255]",stripped_health_data_42985926_1585263039.gpx
690,3221967771,Afternoon Run,2020-03-20T16:36:44Z,Run,6810.8,2466,3459,131.9,"[37.793704, -122.439238]",stripped_health_data_42985926_1585262993.gpx
691,3195944625,Afternoon Run,2020-03-18T16:01:46Z,Run,5690.7,2000,2964,116.7,"[37.79078, -122.453724]",stripped_health_data_42985926_1584575555.gpx
692,3192757116,Afternoon Run,2020-03-17T15:19:00Z,Run,6490.4,1993,4200,149.2,"[37.793696, -122.439213]",stripped_health_data_42985926_1584487818.gpx
693,3189891628,Afternoon Run,2020-03-16T14:52:51Z,Run,21884.8,7486,9295,285.4,"[37.793734, -122.43931]",stripped_health_data_42985926_1584405058.gpx
694,3183244872,Morning Run,2020-03-14T10:09:26Z,Run,57.5,24,1949,0.0,"[37.792986, -122.453233]",stripped_health_data_42985926_1584208802.gpx
695,3183756414,Morning Run,2020-03-13T10:05:55Z,Run,1655.5,601,601,26.7,"[37.793244, -122.455327]",stripped_health_data_42985926_1584223235.gpx
696,3183243322,Morning Run,2020-03-13T09:35:27Z,Run,4638.9,1316,1316,3.7,"[37.806128, -122.450786]",stripped_health_data_42985926_1584208772.gpx
697,3183242199,Morning Run,2020-03-13T09:11:44Z,Run,547.6,175,785,0.0,"[37.80554, -122.448415]",stripped_health_data_42985926_1584208750.gpx
698,3183241582,Afternoon Run,2020-03-12T15:09:32Z,Run,3612.3,1237,1247,49.3,"[37.792771, -122.453299]",stripped_health_data_42985926_1584208737.gpx
699,3183240394,Afternoon Run,2020-03-11T15:44:07Z,Run,5016.8,1729,2071,40.7,"[37.76725, -122.456972]",stripped_health_data_42985926_1584208714.gpx
700,3183238733,Afternoon Run,2020-03-11T15:27:43Z,Run,853.8,227,234,4.9,"[37.766615, -122.456784]",stripped_health_data_42985926_1584208683.gpx
701,3183756146,Afternoon Run,2020-03-10T15:43:53Z,Run,6245.8,2009,3797,61.6,"[37.792646, -122.453434]",stripped_health_data_42985926_1584223223.gpx
702,3183754197,Afternoon Run,2020-03-07T15:36:31Z,Run,5813.7,2162,3110,111.0,"[37.79364, -122.4392]",stripped_health_data_42985926_1584223162.gpx
703,3183752645,Evening Run,2020-03-06T20:13:29Z,Run,754.1,279,279,0,,stripped_health_data_42985926_1584223116.tcx
704,3183752458,Afternoon Run,2020-03-04T15:57:54Z,Run,765.0,269,269,0,,stripped_health_data_42985926_1584223110.tcx
705,3183752274,Afternoon Run,2020-03-03T16:41:33Z,Run,67.5,20,221,5.3,"[37.725589, -122.448885]",stripped_health_data_42985926_1584223103.gpx
706,3183253805,Afternoon Run,2020-03-03T14:26:33Z,Run,1195.2,446,466,11.7,"[37.725519, -122.449415]",stripped_health_data_42985926_1584208970.gpx
707,3183252516,Afternoon Run,2020-03-02T16:44:57Z,Run,34.6,306,306,0,,stripped_health_data_42985926_1584208947.tcx
708,3183252031,Afternoon Run,2020-03-02T16:18:19Z,Run,2790.3,930,963,14.1,"[37.767271, -122.457096]",stripped_health_data_42985926_1584208938.gpx
709,3183250913,Afternoon Run,2020-02-29T14:47:46Z,Run,757.5,158,2529,8.4,"[37.798653, -122.163355]",stripped_health_data_42985926_1584208918.gpx
710,3183250491,Afternoon Run,2020-02-29T13:47:57Z,Run,1063.4,321,431,9.7,"[37.797804, -122.161991]",stripped_health_data_42985926_1584208910.gpx
711,3183250136,Morning Run,2020-02-29T10:15:54Z,Run,877.5,322,322,20.3,"[37.797925, -122.162118]",stripped_health_data_42985926_1584208903.gpx
712,3183249791,Morning Run,2020-02-29T09:04:01Z,Run,1130.2,442,577,6.8,"[37.797876, -122.162111]",stripped_health_data_42985926_1584208896.gpx
713,3183249276,Afternoon Run,2020-02-28T15:34:51Z,Run,1803.2,615,1307,35.8,"[37.792756, -122.453317]",stripped_health_data_42985926_1584208886.gpx
714,3183248125,Afternoon Run,2020-02-27T15:47:17Z,Run,3579.0,1209,1338,40.0,"[37.792723, -122.453334]",stripped_health_data_42985926_1584208865.gpx
715,3183246900,Afternoon Run,2020-02-27T15:34:38Z,Run,619.4,222,222,0,,stripped_health_data_42985926_1584208843.tcx
716,3183246683,Afternoon Run,2020-02-26T16:36:33Z,Run,649.9,208,218,2.0,"[37.767389, -122.456812]",stripped_health_data_42985926_1584208838.gpx
717,3183246598,Afternoon Run,2020-02-25T16:15:42Z,Run,5253.3,1806,2239,48.8,"[37.767349, -122.456693]",stripped_health_data_42985926_1584208834.gpx
718,3183238333,Afternoon Run,2020-02-25T15:54:33Z,Run,801.0,236,240,0.0,"[37.766556, -122.45683]",stripped_health_data_42985926_1584208675.gpx
719,3129073890,Morning Run,2020-02-24T10:58:38Z,Run,1825.5,478,478,17.5,"[37.767524, -122.45664]",stripped_health_data_42985926_1582577263.gpx
720,3126155949,Morning Run,2020-02-23T09:50:46Z,Run,4982.0,1830,2090,118.0,"[37.793614, -122.439211]",stripped_health_data_42985926_1582482491.gpx
721,3126154225,Evening Run,2020-02-21T18:11:48Z,Run,915.0,364,714,56.8,"[45.838582, 6.733656]",stripped_health_data_42985926_1582482456.gpx
722,3109766076,Morning Run,2020-02-18T08:21:42Z,Run,2901.8,897,1457,42.6,"[46.813311, 9.259575]",stripped_health_data_42985926_1582012017.gpx
723,3107775891,Afternoon Run,2020-02-17T15:11:52Z,Run,4731.0,1415,2021,66.7,"[46.813299, 9.259658]",stripped_health_data_42985926_1581950785.gpx
724,3105788907,Evening Run,2020-02-16T18:04:37Z,Run,5195.4,1927,2291,161.5,"[46.813417, 9.259614]",stripped_health_data_42985926_1581875083.gpx
725,3103052233,Afternoon Run,2020-02-13T16:12:25Z,Run,4822.7,1780,1803,83.9,"[37.792736, -122.453306]",stripped_health_data_42985926_1581802163.gpx
726,3103051037,Afternoon Run,2020-02-13T15:29:27Z,Run,734.1,222,232,0.0,"[37.792848, -122.453195]",stripped_health_data_42985926_1581802129.gpx
727,3103050766,Afternoon Run,2020-02-12T16:39:56Z,Run,780.4,264,303,28.4,"[37.792846, -122.45327]",stripped_health_data_42985926_1581802121.gpx
728,3103050692,Afternoon Run,2020-02-12T16:28:48Z,Run,5.7,9,9,0,,stripped_health_data_42985926_1581802114.tcx
729,3103050484,Afternoon Run,2020-02-12T16:20:14Z,Run,989.4,389,389,0,,stripped_health_data_42985926_1581802112.tcx
730,3092564457,Afternoon Run,2020-02-11T16:27:29Z,Run,3225.8,1108,1225,17.8,"[37.76729, -122.456922]",stripped_health_data_42985926_1581485267.gpx
731,3083888456,Afternoon Run,2020-02-07T16:14:55Z,Run,4176.6,1483,1775,127.6,"[37.793735, -122.439552]",stripped_health_data_42985926_1581203320.gpx
732,3078182000,Afternoon Run,2020-02-06T15:18:51Z,Run,4360.8,1517,1527,66.6,"[37.79273, -122.453359]",stripped_health_data_42985926_1581032720.gpx
733,3075585112,Afternoon Run,2020-02-05T16:03:47Z,Run,1669.8,635,656,55.6,"[37.791546, -122.449469]",stripped_health_data_42985926_1580952970.gpx
734,3075584770,Afternoon Run,2020-02-05T15:56:37Z,Run,998.2,391,391,0,,stripped_health_data_42985926_1580952958.tcx
735,3075583621,Afternoon Run,2020-02-05T15:47:36Z,Run,295.4,106,318,7.4,"[37.791851, -122.454701]",stripped_health_data_42985926_1580952909.gpx
736,3075583498,Afternoon Run,2020-02-04T14:58:52Z,Run,5239.5,1869,1882,95.6,"[37.792073, -122.45341]",stripped_health_data_42985926_1580952904.gpx
737,3075584995,Afternoon Run,2020-02-03T16:17:35Z,Run,3626.6,1308,2162,79.7,"[37.793532, -122.439318]",stripped_health_data_42985926_1580952951.gpx
738,3075584338,Morning Run,2020-02-01T10:09:39Z,Run,805.6,238,245,0.0,"[37.766499, -122.456712]",stripped_health_data_42985926_1580952915.gpx
739,3060490733,Afternoon Run,2020-01-31T15:21:16Z,Run,6898.2,2382,3016,144.8,"[37.793535, -122.439332]",stripped_health_data_42985926_1580515969.gpx
740,3059790508,Afternoon Run,2020-01-30T15:19:48Z,Run,4125.0,1466,1658,84.0,"[37.792678, -122.453411]",stripped_health_data_42985926_1580494495.gpx
741,3059788909,Evening Run,2020-01-29T18:00:14Z,Run,1178.7,3636,3636,0,,stripped_health_data_42985926_1580494458.tcx
742,3059791238,Afternoon Run,2020-01-29T15:42:01Z,Run,1304.5,484,492,44.9,"[37.792501, -122.45339]",stripped_health_data_42985926_1580494513.gpx
743,3059790560,Afternoon Run,2020-01-29T15:32:41Z,Run,285.4,128,128,2.5,"[37.793999, -122.458294]",stripped_health_data_42985926_1580494499.gpx
744,3059785800,Afternoon Run,2020-01-29T15:26:58Z,Run,786.6,298,306,13.1,"[37.794232, -122.458663]",stripped_health_data_42985926_1580494382.gpx
745,3059785566,Afternoon Run,2020-01-28T15:02:33Z,Run,4942.1,1613,1618,93.8,"[37.792741, -122.453325]",stripped_health_data_42985926_1580494375.gpx
746,3059784450,Afternoon Run,2020-01-27T16:31:57Z,Run,1012.7,3609,3609,0,,stripped_health_data_42985926_1580494347.tcx
747,3049413934,Afternoon Run,2020-01-27T16:16:44Z,Run,683.4,210,240,16.1,"[37.791772, -122.439259]",stripped_health_data_42985926_1580170954.gpx
748,3049413785,Afternoon Run,2020-01-27T16:10:20Z,Run,894.2,300,306,27.8,"[37.79129, -122.436749]",stripped_health_data_42985926_1580170948.gpx
749,3042315678,Morning Run,2020-01-25T07:51:45Z,Run,893.3,303,303,22.1,"[37.793365, -122.439108]",stripped_health_data_42985926_1579968055.gpx
750,3042315288,Morning Run,2020-01-25T07:39:13Z,Run,354.9,115,309,4.3,"[37.790836, -122.438402]",stripped_health_data_42985926_1579968049.gpx
751,3042314967,Afternoon Run,2020-01-24T15:34:38Z,Run,976.8,319,1537,24.1,"[37.791519, -122.449391]",stripped_health_data_42985926_1579968042.gpx
752,3042313106,Afternoon Run,2020-01-24T13:49:16Z,Run,1219.1,3653,3653,0,,stripped_health_data_42985926_1579968015.tcx
753,3042308240,Lunch Run,2020-01-23T11:19:38Z,Run,3210.0,1102,1988,109.8,"[37.793505, -122.439237]",stripped_health_data_42985926_1579967940.gpx
754,3042305858,Afternoon Run,2020-01-22T16:11:20Z,Run,4711.0,1747,2307,83.1,"[37.792261, -122.453333]",stripped_health_data_42985926_1579967906.gpx
755,3042230183,Morning Run,2020-01-21T06:58:28Z,Run,7083.4,2289,2620,182.5,"[37.793627, -122.439298]",stripped_health_data_42985926_1579966737.gpx
756,3042227621,Lunch Run,2020-01-20T12:41:01Z,Run,921.8,305,310,18.4,"[37.792295, -122.45332]",stripped_health_data_42985926_1579966699.gpx
